介绍,总价/万元,元/平方米,地铁距离,描述,主键
"新湖明珠城,3室2厅,127.14平  ",1020,80226,距离7号线镇坪路站545米,普陀 武宁 |高层/29层 |朝南北 |2007年建,sh4241896
"名嘉新苑,3室2厅,125.57平  ",775,61718,距离11号线浦三路站824米,浦东 三林 |中层/18层 |朝南北 |2007年建,sh4239910
"海上硕和城,2室2厅,112.14平  ",950,84715,距离8号线翔殷路站601米,杨浦 黄兴公园 |低层/18层 |朝南北 |2008年建,sh4224799
"保利西子湾,3室2厅,112.72平  ",515,45688,距离9号线松江大学城站700米,松江 松江大学城 |高层/14层 |朝南北 |2008年建,sh4336048
"利星国际广场,2室2厅,110.69平  ",850,76791,距离4号线延安西路站813米,长宁 中山公园 |高层/38层 |朝东南 |2006年建,sh4176939
"上海康城,3室2厅,118.36平  ",485,40976,,闵行 莘庄 |低层/13层 |朝南 |2008年建,sh4241930
"玉龙大厦,2室2厅,99.51平  ",630,63310,距离8号线曲阳路站167米,虹口 鲁迅公园 |中层/27层 |朝西 |1998年建,sh4249840
"三和花园,2室2厅,105.12平  ",780,74200,距离7号线昌平路站674米,静安 曹家渡 |中层/29层 |朝西 |1997年建,sh4232875
"瑞虹新城（一期）,2室2厅,102.09平  ",785,76892,距离10号线邮电新村站590米,虹口 临平路 |低层/39层 |朝西 |1998年建,sh4361610
"中远两湾城,2室2厅,100.72平  ",675,67017,距离3号线中潭路站425米,普陀 中远两湾城 |中层/33层 |朝西 |2005年建,sh4288779
"大华颐和华城（公寓）,2室2厅,105.42平  ",690,65452,,普陀 万里 |高层/13层 |朝西 |2009年建,sh4218770
"静安长华公寓,2室2厅,101.25平  ",680,67160,距离13号线隆德路站646米,静安 曹家渡 |高层/24层 |朝西 |1998年建,sh4333492
"静安长华公寓,2室2厅,101.25平  ",750,74074,距离13号线隆德路站646米,静安 曹家渡 |中层/24层 |朝西 |1998年建,sh3700461
"西凌新邨,2室2厅,102.72平  ",800,77881,距离8号线西藏南路站434米,黄浦 蓬莱公园 |中层/32层 |朝西 |1993年建,sh4227781
"东方曼哈顿,2室2厅,92.57平  ",1050,113427,距离1号线徐家汇站507米,徐汇 徐家汇 |中层/36层 |朝西 |2005年建,sh1897813
"百汇大厦,2室1厅,94.16平  ",850,90271,距离9号线马当路站304米,黄浦 五里桥 |高层/23层 |朝西 |1994年建,sh4300986
"仁恒滨江园,2室2厅,102.99平  ",1290,125254,距离2号线东昌路站818米,浦东 陆家嘴 |高层/27层 |朝西 |2001年建,sh4349011
"古北新城,2室1厅,99.39平  ",570,57349,,闵行 金虹桥 |中层/25层 |朝西 |1998年建,sh4302127
"一品漫城（二期）,2室1厅,90.63平  ",617,68079,距离8号线芦恒路站453米,闵行 浦江 |中层/13层 |朝西 |2009年建,sh4324310
"西凌新邨,3室1厅,93.43平  ",660,70641,距离8号线西藏南路站434米,黄浦 蓬莱公园 |中层/32层 |朝西 |1993年建,sh1162422
"西部大楼,3室1厅,108.9平  ",600,55096,距离7号线新村路站834米,普陀 甘泉宜川 |中层/22层 |朝西 |1997年建,sh1644188
"绿庭尚城,2室2厅,103.11平  ",490,47522,,松江 九亭 |中层/27层 |朝西 |2008年建,sh4336353
"申汉小区,2室2厅,101.86平  ",238,23365,距离13号线大渡河路站310米,普陀 长风 |高层/31层 |朝西 |1997年建,sh2046571
"世茂纳米魔幻城,2室2厅,107.04平  ",390,36434,,松江 佘山 |高层/1层 |朝西,sh4345863
"金巢铂瑞阁,2室1厅,91.42平  ",650,71100,距离9号线嘉善路站454米,徐汇 斜土路 |中层/14层 |朝西 |2011年建,sh4377513
"华侨城loft,2室2厅,106.94平  ",340,31793,,闵行 浦江 |中层/5层 |朝西 |2012年建,sh4283503
"上海壹街区,2室2厅,118.5平  ",1030,86919,距离13号线自然博物馆站348米,静安 南京西路 |低层/28层 |朝南北 |2003年建,sh4237897
"浦联公寓,3室2厅,121.58平  ",793,65224,距离8号线曲阜路站196米,闸北 西藏北路 |中层/22层 |朝东南 |1996年建,sh4251738
"保利金爵公寓,3室2厅,112.07平  ",680,60676,,浦东 唐镇 |中层/14层 |朝南北 |2009年建,sh4207627
"瑞虹新城（二期）,3室2厅,126.33平  ",1288,101955,距离4号线临平路站184米,虹口 临平路 |中层/39层 |朝南北 |2004年建,sh4276010
"古北嘉年华庭,2室2厅,120.87平  ",980,81078,距离10号线宋园路站498米,长宁 古北 |低层/18层 |朝南北 |2005年建,sh4270031
"圣骊家园,2室2厅,118.84平  ",790,66475,距离1号线上海南站站740米,徐汇 康健 |高层/28层 |朝西南 |2000年建,sh4259445
"东新苑,3室2厅,119.21平  ",850,71302,距离7号线镇坪路站577米,普陀 武宁 |低层/26层 |朝南 |2000年建,sh4254100
"万科城市花园,3室2厅,116.33平  ",590,50717,距离9号线七宝站735米,闵行 七宝 |低层/12层 |朝南 |1994年建,sh4226815
"玉兰花苑,2室2厅,118.59平  ",850,71675,距离1号线上海体育馆站425米,徐汇 徐家汇 |低层/25层 |朝东 |1992年建,sh4076172
"绿柳苑,3室2厅,118.01平  ",720,61011,距离7号线大华三路站741米,闸北 大宁 |中层/6层 |朝南北 |2002年建,sh4369876
"联洋年华,2室2厅,113.38平  ",985,86875,距离9号线杨高中路站587米,浦东 联洋 |低层/21层 |朝南北 |2004年建,sh4310871
"静安丽舍,2室2厅,124.8平  ",1150,92147,距离2号线江苏路站740米,静安 曹家渡 |高层/33层 |朝南北 |2004年建,sh4244874
"宏莲馨苑,2室2厅,110.17平  ",689,62539,距离7号线芳华路站906米,浦东 北蔡 |中层/11层 |2003年建,sh4184525
"临江豪园,2室2厅,110.2平  ",970,88021,距离12号线龙华中路站422米,徐汇 龙华 |高层/23层 |朝西南 |2007年建,sh2766780
"金桥瑞仕花园,2室2厅,116.22平  ",1150,98950,距离6号线金桥路站553米,浦东 金杨 |高层/12层 |朝南北 |2008年建,sh2171300
"张江汤臣豪园（二期）,3室2厅,117.86平  ",860,72967,距离2号线金科路站510米,浦东 张江 |低层/16层 |朝南北 |2006年建,sh1118037
"祥和花苑（公寓）,3室2厅,125.21平  ",399,31866,距离9号线松江新城站608米,松江 松江新城 |高层/6层 |朝南北 |2001年建,sh4376356
"益华小区,3室1厅,126.32平  ",755,59768,距离10号线国权路站638米,杨浦 五角场 |低层/7层 |朝南北 |1996年建,sh4247723
"绿地东上海,2室2厅,113.81平  ",580,50962,,浦东 周浦 |低层/18层 |朝南北 |2007年建,sh4234020
"阳光翠竹苑,2室2厅,123.26平  ",890,72205,距离4号线南浦大桥站416米,黄浦 董家渡 |高层/32层 |朝南北 |2004年建,sh4273380
"绿地领海（商住）,5室2厅,168.13平  ",200,11895,,宝山 上大 |低层/31层 |朝南 |2010年建,sh2286279
"金杨新村八街坊,2室1厅,91.47平  ",435,47556,,浦东 金杨 |中层/24层 |朝东北 |1996年建,sh2532837
"京河大厦,2室2厅,104.93平  ",605,57657,距离3号线虹桥路站312米,长宁 新华路 |低层/18层 |朝东北 |1998年建,sh4250537
"大同花园南区,2室2厅,100.98平  ",850,84175,距离9号线打浦桥站436米,黄浦 打浦桥 |中层/37层 |朝东北 |1999年建,sh4341018
"济南路8号,1室2厅,108.12平  ",950,87865,距离1号线黄陂南路站496米,黄浦 新天地 |中层/31层 |朝东北 |2008年建,sh4138301
"城申公寓,2室1厅,103.01平  ",849,82419,距离9号线马当路站508米,黄浦 五里桥 |低层/20层 |朝东北 |1996年建,sh4284853
"长桥八村,2室2厅,92.69平  ",470,50706,,徐汇 长桥 |高层/25层 |朝东北 |1999年建,sh3785284
"卓悦居,2室2厅,90.55平  ",1150,127001,距离12号线汉中路站299米,闸北 不夜城 |低层/37层 |朝东北 |2009年建,sh4375506
"济南路8号,1室2厅,108.12平  ",980,90640,距离1号线黄陂南路站496米,黄浦 新天地 |高层/31层 |朝东北 |2008年建,sh4240642
"荣轩,2室2厅,103.43平  ",890,86048,距离2号线江苏路站371米,长宁 镇宁路 |中层/30层 |朝东北 |2000年建,sh4348583
"浣纱五村,2室1厅,92.31平  ",520,56331,距离8号线翔殷路站549米,杨浦 黄兴公园 |高层/25层 |朝东北 |1997年建,sh4266917
"锦丽斯公寓,2室2厅,97.36平  ",550,56491,距离12号线江浦公园站740米,杨浦 周家嘴路 |低层/15层 |朝东北 |2000年建,sh1126533
"上青佳园,2室2厅,102.44平  ",950,92737,距离7号线长寿路站261米,普陀 长寿路 |中层/24层 |朝东北 |2013年建,sh4296384
"静安紫苑,1室2厅,97.9平  ",1000,102145,距离13号线南京西路站827米,静安 南京西路 |高层/29层 |朝东北 |2009年建,sh1068167
"合兴小区,2室1厅,94.94平  ",565,59511,距离1号线上海火车站站645米,闸北 不夜城 |中层/20层 |朝东北 |1993年建,sh4370311
"南京西路公馆,2室2厅,96.81平  ",795,82119,距离7号线静安寺站592米,静安 静安寺 |中层/30层 |朝东北 |1997年建,sh4324778
"虹桥世家花园（公寓）,2室2厅,93.95平  ",680,72378,距离2号线中山公园站465米,长宁 中山公园 |高层/12层 |朝东北 |1999年建,sh4379002
"海联公寓,2室1厅,93.99平  ",536,57027,距离8号线曲阜路站253米,闸北 西藏北路 |中层/26层 |朝东北 |1990年建,sh4235375
"卓悦居,2室2厅,90.55平  ",880,97183,距离12号线汉中路站299米,闸北 不夜城 |高层/37层 |朝东北 |2009年建,sh4328022
"万科白马花园（公寓）,2室2厅,103.01平  ",430,41743,,松江 莘闵别墅 |中层/4层 |朝东北 |2006年建,sh4356837
"玉城宝都大厦,2室2厅,109.84平  ",680,61908,距离13号线江宁路站379米,普陀 长寿路 |高层/26层 |朝东北 |1998年建,sh4378947
"祥和花苑（公寓）,3室2厅,125.21平  ",399,31866,距离9号线松江新城站608米,松江 松江新城 |高层/6层 |朝南北 |2001年建,sh4376356
"江虹花园,3室2厅,119.62平  ",390,32603,距离9号线松江新城站896米,松江 松江新城 |中层/6层 |朝南北 |2000年建,sh4255571
"三湘四季花城,3室2厅,117.62平  ",580,49311,距离9号线松江大学城站526米,松江 松江大学城 |中层/18层 |朝南北 |2010年建,sh4220760
"天乐新村,3室2厅,121.51平  ",390,32096,距离9号线松江体育中心站917米,松江 松江新城 |低层/6层 |朝南北,sh4280064
"保利西子湾,3室2厅,112.72平  ",515,45688,距离9号线松江大学城站700米,松江 松江大学城 |高层/14层 |朝南北 |2008年建,sh4336048
"英伦风尚（公寓）,3室2厅,124.03平  ",500,40312,,松江 九亭 |低层/9层 |朝南,sh4243473
"奥林匹克花园,4室2厅,127.73平  ",600,46974,距离9号线中春路站884米,松江 九亭 |高层/5层 |朝 |2003年建,sh4225469
"通波小区,3室2厅,120.33平  ",365,30333,距离9号线松江体育中心站856米,松江 松江老城 |高层/6层 |朝南 |2001年建,sh4252880
"九城湖滨国际,3室2厅,121.93平  ",635,52079,,松江 九亭 |低层/14层 |朝南北,sh4249307
"世纪新城,3室2厅,120.09平  ",450,37471,,松江 松江新城 |低层/4层 |朝南北 |2003年建,sh4189673
"新城家园,3室2厅,125.81平  ",385,30601,,松江 松江大学城 |高层/6层 |朝南北,sh4207406
"荣都公寓,2室2厅,120.33平  ",350,29086,,松江 松江老城 |低层/14层 |朝南北 |2006年建,sh4289914
"嘉和阳光城,2室2厅,110.15平  ",530,48116,距离9号线九亭站492米,松江 九亭 |低层/14层 |朝南北,sh4333861
"江中公寓,3室2厅,111.87平  ",385,34414,距离9号线松江新城站619米,松江 松江新城 |低层/6层 |朝南北 |1999年建,sh4220860
"美丽星城,3室2厅,110.58平  ",480,43407,距离9号线九亭站871米,松江 九亭 |中层/12层 |朝南北,sh4298646
"新理想花园,3室2厅,113.51平  ",460,40525,,松江 松江老城 |中层/5层 |朝南北,sh4271685
"金港花园（公寓）,3室2厅,124.02平  ",450,36284,距离9号线泗泾站808米,松江 泗泾 |高层/6层 |朝 |2005年建,sh4367041
"建设花园,3室2厅,121.66平  ",410,33700,距离9号线松江新城站923米,松江 松江新城 |中层/12层 |朝南北,sh4150612
"象屿都城,3室2厅,114.04平  ",480,42090,,松江 九亭 |高层/5层 |朝南北 |2009年建,sh4247066
"维罗纳贵都,3室2厅,128.0平  ",485,37890,,松江 松江老城 |高层/8层 |朝南北 |2007年建,sh4197344
"定西路1190弄,3室2厅,107.0平  ",1500,140186,距离4号线延安西路站729米,长宁 中山公园 |低层/6层 |朝南,sh4309421
"国权北路413弄,3室2厅,96.47平  ",550,57012,,宝山 高境 |高层/6层 |朝南 |1998年建,sh4264985
"展宏大厦,2室1厅,106.0平  ",705,66509,距离3号线中潭路站862米,普陀 甘泉宜川 |中层/13层 |朝南,sh4334623
"安化路125号,3室2厅,99.76平  ",610,61146,距离2号线江苏路站586米,长宁 中山公园 |高层/6层 |朝南北 |1995年建,sh4226376
"愚园路457弄,3室1厅,104.81平  ",944,90067,距离7号线静安寺站598米,静安 静安寺 |低层/3层 |朝南 |1940年建,sh3906684
"襄阳南路357弄,3室2厅,95.0平  ",1250,131578,距离9号线嘉善路站628米,徐汇 建国西路 |低层/3层 |朝南 |1925年建,sh3716822
"合群坊,3室2厅,98.0平  ",1380,140816,距离9号线嘉善路站398米,徐汇 建国西路 |低层/3层 |朝南 |1960年建,sh4307078
"银凯公寓,2室2厅,92.26平  ",350,37936,,嘉定 南翔 |低层/6层 |朝南,sh4284339
"高安路18弄,2室1厅,102.0平  ",1400,137254,距离1号线衡山路站259米,徐汇 衡山路 |中层/3层 |朝南 |1936年建,sh2712914
"永福路68号,2室1厅,93.79平  ",1060,113018,距离10号线上海图书馆站257米,徐汇 衡山路 |中层/6层 |朝南北,sh4372447
"马园街25弄,3室2厅,96.2平  ",900,93555,距离10号线豫园站724米,黄浦 豫园 |高层/3层 |朝南,sh4376936
"浦发御园,3室2厅,93.77平  ",675,71984,距离11号线浦三路站602米,浦东 三林 |低层/11层 |朝南北 |2013年建,sh2088437
"襄阳南路284号,4室1厅,93.3平  ",1400,150053,距离1号线常熟路站712米,徐汇 建国西路 |高层/1层 |朝东西,sh1812406
"新康花园,2室1厅,100.0平  ",2500,250000,距离1号线常熟路站132米,徐汇 衡山路 |低层/3层 |朝南,sh1087654
"国权北路413弄,3室2厅,96.47平  ",480,49756,,杨浦 新江湾城 |低层/6层 |朝南 |1998年建,sh4378224
"米丘林公寓,3室1厅,104.0平  ",1200,115384,距离10号线新天地站652米,黄浦 淮海中路 |中层/2层 |朝南 |1930年建,sh4365054
"华山路1006弄,3室1厅,101.0平  ",1818,180000,距离10号线上海图书馆站819米,长宁 镇宁路 |中层/3层 |朝南北 |1950年建,sh4366530
"美丽园,2室2厅,103.27平  ",1300,125883,距离2号线江苏路站660米,静安 静安寺 |中层/3层 |朝南北,sh3186076
"银凯公寓,3室2厅,96.13平  ",400,41610,,嘉定 南翔 |高层/6层 |朝,sh4277305
"美轮新村,2室2厅,93.0平  ",180,19354,,浦东 泥城镇 |低层/6层 |朝,sh4260775
"馨康苑,5室3厅,198.34平  ",800,40334,距离1号线共康路站634米,宝山 共康 |高层/6层 |朝南北 |2004年建,sh4342101
"家化滨江苑,5室2厅,419.17平  ",3300,78727,距离4号线塘桥站736米,浦东 塘桥 |高层/35层 |朝南北 |2004年建,sh4292585
"中远两湾城,5室2厅,176.2平  ",1250,70942,距离3号线中潭路站425米,普陀 中远两湾城 |高层/34层 |朝南北 |2005年建,sh2969090
"今日丽园,5室2厅,237.81平  ",1800,75690,距离4号线延安西路站818米,长宁 新华路 |高层/11层 |朝南 |2003年建,sh3019192
"绿洲康城金帝豪苑,5室2厅,522.44平  ",2900,55508,,浦东 御桥 |地上2层 |朝南 |2006年建,sh4304215
"和润家园（公寓）,5室2厅,219.37平  ",1238,56434,,闵行 古美 |高层/11层 |朝南北 |2004年建,sh4265918
"保利叶上海（公寓）,5室2厅,148.43平  ",980,66024,,宝山 顾村 |高层/30层 |朝南北 |2012年建,sh3151793
"凯虹公寓,5室2厅,147.76平  ",630,42636,距离4号线临平路站524米,虹口 临平路 |低层/6层 |朝南北 |1997年建,sh3186085
"虹桥新城,5室2厅,224.25平  ",1450,64659,距离2号线娄山关路站631米,长宁 中山公园 |中层/27层 |朝南北 |2002年建,sh3909105
"裕群公寓,5室2厅,191.24平  ",950,49675,距离8号线曲阳路站448米,虹口 鲁迅公园 |低层/18层 |朝南 |1998年建,sh4363365
"新外滩花苑,5室2厅,250.0平  ",3800,152000,距离12号线提篮桥站398米,虹口 北外滩 |高层/12层 |朝南北 |2001年建,sh1078310
"金汇豪庭,5室2厅,245.3平  ",1600,65226,,闵行 古美 |中层/17层 |朝南北 |2006年建,sh4337251
"明申花园（别墅）,5室3厅,281.1平  ",1620,57630,,闵行 金虹桥 |地上3层 |朝南北 |2003年建,sh4272820
"加州花园,5室3厅,312.69平  ",1600,51168,距离13号线金沙江西路站562米,嘉定 江桥 |地上2层 |朝,sh1078943
"长岛别墅,5室4厅,763.34平  ",3000,39300,,闵行 马桥 |地上2层 |朝东 |2004年建,sh1083397
"金水湾（别墅）,5室4厅,256.44平  ",790,30806,,青浦 徐泾 |地上3层 |朝北 |2003年建,sh3737949
"沿海丽水馨庭（别墅）,5室2厅,175.51平  ",750,42732,,松江 莘闵别墅 |低层/3层 |朝 |2007年建,sh4374482
"金祥坊,5室2厅,123.35平  ",500,40535,距离13号线祁连山南路站935米,嘉定 丰庄 |高层/6层 |朝南北 |1998年建,sh1903719
"东苑古龙城（公寓）,5室2厅,230.8平  ",1400,60658,,闵行 古美 |低层/24层 |2004年建,sh1854843
"汤臣豪园（一期）,5室3厅,268.73平  ",1680,62516,距离2号线张江高科站911米,浦东 张江 |中层/5层 |朝南 |2002年建,sh4365490
"佘山高尔夫郡,6室3厅,582.75平  ",5800,99528,距离9号线佘山站999米,松江 佘山 |低层/2层 |朝南 |2007年建,sh1076875
"康虹园,7室2厅,263.83平  ",950,36008,,青浦 徐泾 |地上3层 |朝南 |1999年建,sh4353455
"慧芝湖花园,6室4厅,397.75平  ",2880,72407,距离1号线上海马戏城站729米,闸北 大宁 |低层/20层 |朝南北 |2009年建,sh4256544
"古漪庄园,6室2厅,240.12平  ",1488,61969,距离11号线南翔站702米,嘉定 南翔 |地上3层 |朝南北,sh1087357
"陆家嘴中央公寓,7室3厅,258.34平  ",1580,61159,距离2号线上海科技馆站639米,浦东 杨东 |低层/18层 |朝南北 |2006年建,sh4282935
"涵合园（别墅）,6室2厅,173.56平  ",1400,80663,距离6号线上海儿童医学中心站821米,浦东 杨东 |地上11层 |朝北 |2005年建,sh1705088
"南郊美墅,6室3厅,308.4平  ",1400,45395,,奉贤 南桥 |地上3层 |朝南,sh4223726
"金爵别墅,6室2厅,303.29平  ",2700,89023,,浦东 唐镇 |地上3层 |朝南北,sh4214565
"金地格林世界（白金院邸）（别墅）,6室2厅,301.87平  ",1800,59628,,嘉定 南翔 |地上3层 |朝南,sh4171669
"御墅花园（别墅）,6室2厅,281.57平  ",2000,71030,,长宁 西郊 |地上3层 |朝南北 |2001年建,sh3256036
"仁恒河滨花园,6室3厅,459.48平  ",3500,76173,距离2号线威宁路站670米,长宁 天山 |低层/31层 |朝南北 |2006年建,sh4330207
"绿洲比华利花园,6室1厅,345.73平  ",1500,43386,,松江 莘闵别墅 |地上3层 |朝南 |2001年建,sh4299139
"海德花园,9室6厅,617.0平  ",1980,32090,距离1号线富锦路站176米,宝山 杨行 |低层/6层 |朝南北,sh2161796
"锦绣江南（三期）（公寓）,8室3厅,422.0平  ",1830,43364,距离9号线合川路站767米,闵行 金汇 |低层/6层 |朝南北 |2005年建,sh1064517
"新福康里（别墅）,7室2厅,218.38平  ",3500,160271,距离13号线自然博物馆站410米,静安 南京西路 |地上3层 |朝南北 |2002年建,sh1061680
"西郊花园别墅,7室3厅,375.0平  ",3600,96000,距离10号线水城路站605米,长宁 古北 |地上3层 |朝南 |1993年建,sh2261106
"东郊华庭,8室4厅,271.41平  ",1800,66320,距离2号线广兰路站744米,浦东 张江 |地上3层 |朝东 |2006年建,sh4210956
"东郊华庭,8室4厅,271.99平  ",1800,66178,距离2号线广兰路站744米,浦东 张江 |地上3层 |朝东 |2006年建,sh1070504
"雅阁花园,8室3厅,244.99平  ",821,33511,,松江 莘闵别墅 |地上3层 |朝北,sh4285923
"檀宫,7室3厅,1619.03平  ",39500,243973,,长宁 西郊 |地上3层 |朝北 |2005年建,sh1062809
"上海香港花园,2室2厅,98.49平  ",400,40613,,闵行 华漕 |低层/6层 |朝南 |2002年建,sh4231109
"南方公寓,2室2厅,105.28平  ",640,60790,距离1号线莲花路站651米,闵行 古美 |中层/6层 |朝南 |1998年建,sh4225811
"富丽公寓（西区）,3室2厅,106.81平  ",520,48684,距离12号线七莘路站874米,闵行 七宝 |中层/6层 |朝 |1994年建,sh4212520
"欧风花都,2室2厅,100.91平  ",690,68377,距离12号线东兰路站725米,闵行 古美 |低层/6层 |朝南北 |2003年建,sh4196433
"东航明珠公寓,2室2厅,97.9平  ",650,66394,距离10号线伊犁路站829米,闵行 金虹桥 |中层/18层 |朝南 |1998年建,sh4206438
"中梅苑,2室2厅,104.91平  ",600,57191,,闵行 梅陇 |低层/14层 |朝南北 |2005年建,sh4235229
"静安新城（六区）,2室2厅,92.09平  ",600,65153,距离9号线合川路站563米,闵行 静安新城 |低层/13层 |朝南 |2004年建,sh4238014
"金铭新水岸,2室2厅,101.95平  ",580,56890,距离5号线春申路站828米,闵行 莘庄 |低层/10层 |朝南北,sh4224401
"罗阳七村,3室1厅,107.91平  ",540,50041,距离1号线外环路站752米,闵行 梅陇 |低层/6层 |朝南 |1997年建,sh3837368
"大上海国际花园（六区）,3室2厅,101.71平  ",600,58991,距离9号线合川路站739米,闵行 静安新城 |高层/7层 |朝南北 |1994年建,sh4245087
"中祥哥德堡,2室2厅,109.28平  ",680,62225,距离5号线春申路站512米,闵行 莘庄 |低层/14层 |朝南北 |2004年建,sh4249780
"江南星城,2室2厅,102.74平  ",630,61319,距离12号线顾戴路站675米,闵行 古美 |低层/11层 |朝南北,sh4310058
"宏明雅舍,3室2厅,103.35平  ",510,49346,距离9号线星中路站119米,闵行 静安新城 |高层/6层 |朝南北 |1994年建,sh4200329
"蔷薇新村,3室1厅,98.75平  ",348,35240,,闵行 春申 |低层/6层 |朝南北 |1998年建,sh4223628
"莘城苑,3室2厅,102.11平  ",385,37704,,闵行 莘庄 |高层/6层 |朝南北,sh4223365
"江南星城,2室2厅,90.68平  ",600,66166,距离12号线顾戴路站675米,闵行 古美 |中层/6层 |朝南北,sh4298703
"大上海国际花园（十区）,3室2厅,98.18平  ",530,53982,距离9号线合川路站840米,闵行 静安新城 |高层/6层 |朝南北 |1996年建,sh4273207
"新时代富嘉花园,2室2厅,109.26平  ",738,67545,距离12号线顾戴路站589米,闵行 古美 |低层/11层 |朝南北 |2008年建,sh4239337
"浦江世博家园四街坊,3室2厅,108.71平  ",530,48753,距离8号线江月路站590米,闵行 浦江 |高层/11层 |朝南北,sh4224813
"紫薇苑,2室2厅,101.81平  ",768,75434,距离10号线龙柏新村站722米,闵行 金汇 |低层/7层 |朝南,sh4202473
"辛耕大厦,2室2厅,105.29平  ",500,47487,距离3号线江湾镇站291米,虹口 江湾镇 |中层/24层 |朝东南 |2000年建,sh4229489
"宏伟阁,2室2厅,92.01平  ",638,69340,距离12号线龙漕路站393米,徐汇 万体馆 |高层/20层 |朝东南 |1998年建,sh4341066
"辛耕大厦,2室2厅,105.29平  ",575,54611,距离3号线江湾镇站291米,虹口 江湾镇 |低层/24层 |朝东南 |2000年建,sh4222661
"新市公寓,3室1厅,103.34平  ",540,52254,距离3号线江湾镇站451米,虹口 江湾镇 |低层/14层 |朝东南 |1998年建,sh4270333
"海宏大厦,3室2厅,107.86平  ",650,60263,距离8号线杨思站597米,浦东 三林 |高层/24层 |朝东南 |1997年建,sh2203423
"千岱名墅,2室2厅,100.28平  ",460,45871,距离5号线东川路站498米,闵行 老闵行 |高层/4层 |朝东南 |2005年建,sh4255808
"爱家豪庭,2室2厅,100.11平  ",830,82908,距离4号线海伦路站445米,虹口 临平路 |高层/26层 |朝东南 |2007年建,sh4231763
"番禺大楼,2室1厅,100.49平  ",760,75629,距离3号线虹桥路站663米,徐汇 徐家汇 |低层/29层 |朝东南 |1998年建,sh3838054
"吴中公寓,2室1厅,91.08平  ",600,65876,距离3号线宜山路站489米,徐汇 田林 |低层/22层 |朝东南 |1996年建,sh4313568
"东晖花苑,2室2厅,91.59平  ",760,82978,距离4号线鲁班路站291米,黄浦 打浦桥 |低层/31层 |朝东南 |1999年建,sh4223451
"宝城大厦,2室1厅,90.93平  ",445,48938,距离1号线锦江乐园站480米,闵行 古美 |中层/21层 |朝东南 |1996年建,sh4322668
"金杨公寓,2室1厅,93.88平  ",480,51129,,浦东 金杨 |中层/24层 |朝东南 |1996年建,sh4200282
"徐汇公寓,2室2厅,91.03平  ",730,80193,距离1号线漕宝路站700米,徐汇 康健 |低层/19层 |朝东南 |2004年建,sh4223964
"汇银铭尊,1室2厅,95.84平  ",403,42049,距离2号线威宁路站790米,普陀 长风 |中层/15层 |朝东南 |2011年建,sh4236207
"中远两湾城,2室2厅,100.9平  ",685,67888,距离3号线中潭路站425米,普陀 中远两湾城 |中层/33层 |朝东南 |2006年建,sh4378209
"太阳都市花园,2室2厅,96.13平  ",780,81140,距离10号线豫园站490米,黄浦 豫园 |低层/24层 |朝东南 |1999年建,sh4368745
"嘉富利大厦,2室2厅,96.72平  ",585,60483,距离7号线镇坪路站450米,普陀 光新 |中层/25层 |朝东南 |1995年建,sh4359431
"中远两湾城,2室2厅,100.15平  ",730,72890,距离3号线中潭路站425米,普陀 中远两湾城 |高层/34层 |朝东南 |2003年建,sh4343500
"虹桥向日葵公寓,3室2厅,108.32平  ",705,65084,距离4号线延安西路站392米,长宁 中山公园 |中层/25层 |朝东南 |2000年建,sh4338019
"金沙雅苑（四期）,2室2厅,96.38平  ",720,74704,距离13号线祁连山南路站134米,普陀 长征 |中层/19层 |朝东南 |2006年建,sh4296754
"虹井小区,3室2厅,119.06平  ",640,53754,距离10号线上海动物园站478米,闵行 金汇 |低层/6层 |朝南 |1995年建,sh4266083
"绿洲雅宾利花园,3室2厅,128.9平  ",1150,89216,距离8号线中兴路站396米,闸北 西藏北路 |中层/32层 |朝南北 |2007年建,sh4265462
"嘉城香馥湾,3室2厅,124.05平  ",680,54816,,嘉定 江桥 |低层/18层 |朝南北,sh4379847
"中建溪岸澜庭,4室2厅,129.36平  ",585,45222,,嘉定 南翔 |中层/18层 |朝南,sh4195283
"徐汇苑,2室2厅,122.81平  ",1080,87940,距离11号线上海游泳馆站278米,徐汇 龙华 |低层/30层 |朝南 |2003年建,sh4268792
"锦佳苑,3室2厅,110.88平  ",620,55916,距离1号线延长路站714米,闸北 大宁 |中层/6层 |朝东西 |1997年建,sh4222657
"爱法新城,3室2厅,128.76平  ",768,59645,距离6号线巨峰路站479米,浦东 金桥 |高层/11层 |朝南北 |2006年建,sh4182890
"万科金色城市,3室2厅,116.07平  ",830,71508,距离11号线御桥站324米,浦东 御桥 |低层/18层 |朝南北 |2010年建,sh1131014
"保利叶语（公寓）,4室2厅,125.89平  ",720,57192,距离7号线顾村公园站557米,宝山 顾村 |低层/27层 |朝东 |2012年建,sh4245730
"明丰花园,3室2厅,126.29平  ",720,57011,距离11号线浦三路站804米,浦东 三林 |低层/11层 |朝南北 |2003年建,sh4269401
"证大家园（公寓）,3室2厅,122.75平  ",785,63951,距离12号线杨高北路站630米,浦东 金桥 |低层/11层 |朝南北 |2002年建,sh4256055
"静安风华苑,2室2厅,122.77平  ",1060,86340,距离2号线江苏路站647米,静安 曹家渡 |中层/32层 |朝南 |2005年建,sh4224582
"艾格美国际公寓,2室1厅,123.65平  ",1480,119692,距离13号线南京西路站524米,静安 南京西路 |低层/32层 |朝南 |2006年建,sh4154453
