介绍,总价/万元,元/平方米,地铁距离,描述,主键
"罗阳七村,2室1厅,71.27平  ",360,50512,距离1号线外环路站752米,闵行 梅陇 |高层/6层 |朝南北 |1996年建,sh4322204
"大上海国际花园（六区）,2室2厅,84.49平  ",500,59178,距离9号线合川路站739米,闵行 静安新城 |高层/7层 |朝南北 |1994年建,sh4245109
"美邻苑,2室2厅,78.01平  ",368,47173,,闵行 华漕 |中层/6层 |朝南,sh4256135
"爱庐世纪新苑,2室2厅,86.42平  ",430,49757,,闵行 春申 |高层/14层 |朝南北 |2007年建,sh4253535
"南方新村,2室1厅,74.13平  ",480,64751,距离1号线莲花路站590米,闵行 古美 |高层/6层 |朝南 |1994年建,sh4363076
"红旗四街坊,2室1厅,72.26平  ",290,40132,距离5号线华宁路站697米,闵行 老闵行 |低层/4层 |朝南北,sh4260672
"银春小区,3室1厅,85.6平  ",320,37383,距离5号线剑川路站838米,闵行 老闵行 |低层/6层 |朝南北 |2004年建,sh4259580
"水清三村,2室2厅,79.86平  ",390,48835,距离1号线莘庄站855米,闵行 莘庄 |高层/20层 |朝,sh4253547
"万兆家园（一期）,2室2厅,75.84平  ",380,50105,距离9号线七宝站485米,闵行 七宝 |高层/6层 |朝 |2000年建,sh4245617
"罗阳七村,2室1厅,70.29平  ",370,52639,距离1号线外环路站752米,闵行 梅陇 |中层/6层 |1994年建,sh4245560
"银春小区,3室1厅,75.59平  ",290,38364,距离5号线剑川路站838米,闵行 老闵行 |低层/6层 |朝 |2004年建,sh4225314
"天乐新村,2室1厅,76.0平  ",260,34210,距离9号线松江体育中心站917米,松江 松江新城 |低层/6层 |朝 |1998年建,sh4362646
"人乐三村,2室1厅,78.53平  ",255,32471,距离9号线松江体育中心站577米,松江 松江老城 |高层/6层 |朝南 |1982年建,sh4211444
"奥林匹克花园,2室2厅,83.7平  ",400,47789,距离9号线中春路站884米,松江 九亭 |高层/11层 |朝 |2008年建,sh4270910
"新凯家园,2室2厅,76.77平  ",270,35169,距离9号线佘山站426米,松江 泗泾 |高层/6层 |朝南北 |2009年建,sh4234282
"新凯家园,2室1厅,78.57平  ",300,38182,距离9号线佘山站426米,松江 泗泾 |中层/6层 |朝南北 |2006年建,sh4269828
"奥林匹克花园,2室2厅,83.7平  ",386,46117,距离9号线中春路站884米,松江 九亭 |高层/11层 |朝南北 |2008年建,sh4278577
"米兰诺贵都,2室2厅,89.26平  ",350,39211,距离9号线佘山站417米,松江 泗泾 |低层/19层 |朝南,sh4203985
"南龙潭苑,2室2厅,79.84平  ",275,34443,距离9号线松江体育中心站776米,松江 松江老城 |高层/6层 |2001年建,sh4223063
"新弘国际城（公寓）,2室1厅,89.11平  ",350,39277,,松江 莘闵别墅 |高层/18层 |朝南北,sh4338085
"昌鑫花园（公寓）,2室2厅,82.71平  ",355,42921,,松江 松江新城 |低层/5层 |朝南北 |2008年建,sh4267330
"久阳文华府邸（公寓）,1室1厅,73.21平  ",265,36197,,松江 松江新城 |中层/15层 |朝南北 |2008年建,sh4245912
"奥林匹克花园,1室1厅,73.47平  ",340,46277,距离9号线中春路站884米,松江 九亭 |低层/16层 |朝南 |2007年建,sh4274715
"华中公寓,2室1厅,82.63平  ",280,33885,距离9号线松江体育中心站153米,松江 松江老城 |低层/7层 |朝北 |1996年建,sh4240958
"保利西子湾,2室2厅,89.87平  ",405,45065,距离9号线松江大学城站700米,松江 松江大学城 |低层/18层 |朝南北 |2009年建,sh4226559
"世纪新城,2室2厅,89.06平  ",370,41545,,松江 松江新城 |高层/11层 |朝南北 |2003年建,sh4256068
"高乐小区,2室2厅,76.93平  ",275,35746,距离9号线松江体育中心站330米,松江 松江老城 |高层/6层 |朝南北 |1984年建,sh4267365
"荣乐一村,2室2厅,78.43平  ",265,33788,距离9号线松江体育中心站566米,松江 松江老城 |高层/6层 |朝南 |1986年建,sh4251651
"米兰诺贵都,2室2厅,89.58平  ",360,40187,距离9号线佘山站417米,松江 泗泾 |低层/19层 |朝南,sh4243194
"新凯家园,2室1厅,77.19平  ",288,37310,距离9号线佘山站426米,松江 泗泾 |低层/6层 |朝南北 |2009年建,sh4280592
"中大九里德（公寓）,2室2厅,87.8平  ",420,47835,,松江 九亭 |中层/15层 |朝南 |2010年建,sh4261745
"长城中环墅,4室2厅,182.2平  ",1100,60373,,浦东 张江 |低层/3层 |朝北 |2009年建,sh4173852
"丽水华庭,4室2厅,145.02平  ",560,38615,,松江 莘闵别墅 |地上4层,sh3854776
"新时代景庭,4室2厅,246.35平  ",1880,76314,,闵行 古美 |低层/3层 |朝南 |2004年建,sh2883482
"阳光花园,4室2厅,208.18平  ",900,43231,,松江 莘闵别墅 |地上3层 |朝南 |2004年建,sh1080192
"檀香花苑（公寓）,4室2厅,190.75平  ",550,28833,,松江 松江新城 |高层/5层 |朝南北 |2003年建,sh1074625
"金榜世家,4室2厅,151.65平  ",622,41015,,闵行 老闵行 |高层/6层 |朝南,sh4371398
"春峰苑（公寓）,4室2厅,163.61平  ",750,45840,,松江 松江新城 |高层/3层 |2006年建,sh4369609
"聚贤煌都,4室2厅,190.0平  ",750,39473,,奉贤 南桥 |高层/6层 |2005年建,sh4367809
"水木年华花园,4室2厅,182.82平  ",1400,76578,,虹口 凉城 |低层/18层 |朝南北 |2008年建,sh4366735
"上海家天下花园,4室2厅,255.73平  ",850,33238,,松江 新桥 |地上2层 |1997年建,sh4365363
"夏阳湖国际花园,4室2厅,183.39平  ",650,35443,,青浦 夏阳 |高层/17层 |朝南北 |2004年建,sh4364872
"阳光园,4室2厅,154.8平  ",500,32299,,奉贤 南桥 |高层/6层 |朝南 |2004年建,sh4364721
"春峰苑（公寓）,4室2厅,171.2平  ",790,46144,,松江 松江新城 |低层/3层 |2006年建,sh4362483
"泰晤士小镇（别墅）,4室2厅,225.39平  ",1280,56790,,松江 松江新城 |地上4层 |朝北 |2006年建,sh4361498
"丽水豪庭,4室2厅,128.89平  ",420,32585,,松江 泗泾 |高层/5层 |朝南,sh4359789
"正阳领郡,4室2厅,230.0平  ",1300,56521,,奉贤 南桥 |地上3层 |朝南 |2009年建,sh4358511
"碧林湾（别墅）,4室2厅,232.64平  ",1460,62757,,闵行 七宝 |地上3层 |朝北,sh4356431
"昆仑花苑,4室3厅,92.16平  ",560,60763,,普陀 真光 |高层/6层 |朝南 |2001年建,sh4355939
"锦华东南苑,4室3厅,155.43平  ",1850,119024,,浦东 北蔡 |低层/3层 |朝南 |2004年建,sh4350726
"仁恒运杰河滨花园,4室2厅,223.23平  ",1400,62715,,青浦 夏阳 |低层/6层 |朝 |2007年建,sh4345311
"桃浦四村易居紫荆苑,3室1厅,73.26平  ",320,43680,距离11号线桃浦新村站469米,普陀 桃浦 |高层/6层 |朝南 |1993年建,sh4207709
"新湖明珠城,1室2厅,89.34平  ",740,82829,距离7号线镇坪路站545米,普陀 武宁 |高层/20层 |朝南北 |2007年建,sh4149520
"天成小区,2室1厅,89.67平  ",345,38474,距离7号线新村路站905米,普陀 甘泉宜川 |低层/22层 |朝南 |1997年建,sh4315274
"上钞苑,2室1厅,70.88平  ",510,71952,距离13号线大渡河路站939米,普陀 长风 |低层/6层 |朝南北 |1999年建,sh4206541
"金玉苑,2室2厅,80.61平  ",520,64508,距离13号线大渡河路站975米,普陀 长风 |低层/7层 |朝南北 |1999年建,sh4159845
"苏堤春晓名苑,1室2厅,84.79平  ",710,83736,距离13号线武宁路站334米,普陀 长寿路 |高层/29层 |朝南 |2005年建,sh1061631
"曹家巷小区,2室1厅,70.82平  ",570,80485,距离3号线金沙江路站510米,普陀 武宁 |中层/7层 |朝南北 |1996年建,sh4276495
"北巷小区,3室1厅,82.64平  ",510,61713,距离13号线大渡河路站831米,普陀 长风 |高层/6层 |朝南北 |1996年建,sh4235886
"车站新村（普陀）,2室1厅,70.48平  ",395,56044,距离11号线上海西站站221米,普陀 真如 |高层/18层 |朝南 |1996年建,sh4192435
"绿地世纪城（一期）,2室2厅,89.55平  ",780,87102,距离13号线隆德路站497米,普陀 武宁 |高层/31层 |朝南 |2002年建,sh4356704
"武宁二村,2室1厅,81.38平  ",493,60579,距离4号线曹杨路站680米,普陀 武宁 |高层/5层 |朝南 |1960年建,sh2537275
"华师大一村,3室1厅,80.62平  ",530,65740,距离3号线金沙江路站961米,普陀 长风 |高层/3层 |朝南 |1954年建,sh2165836
"泾阳家园,3室1厅,73.42平  ",385,52438,距离13号线祁连山南路站227米,普陀 长征 |高层/6层 |朝南 |1997年建,sh4272989
"建德花园紫荆苑,2室2厅,70.93平  ",390,54983,距离13号线丰庄站644米,普陀 长征 |高层/6层 |朝南北 |1998年建,sh4260343
"建德花园紫荆苑,2室2厅,72.49平  ",378,52145,距离13号线丰庄站644米,普陀 长征 |高层/6层 |朝南北 |1998年建,sh4223858
"真北二街坊,3室1厅,84.97平  ",420,49429,距离11号线上海西站站662米,普陀 真如 |中层/18层 |朝东南 |1991年建,sh4271880
"光新大楼,2室1厅,74.26平  ",450,60597,距离7号线镇坪路站546米,普陀 光新 |低层/20层 |朝南 |1990年建,sh4346329
"平江盛世家园,2室2厅,74.33平  ",420,56504,距离3号线中潭路站670米,普陀 甘泉宜川 |高层/24层 |朝东北 |1997年建,sh4186368
"管弄一二街坊,2室2厅,88.49平  ",530,59893,距离7号线岚皋路站375米,普陀 光新 |中层/18层 |朝南北 |1990年建,sh3727509
"长寿新村（普陀）,2室1厅,73.08平  ",480,65681,距离7号线长寿路站363米,普陀 长寿路 |高层/26层 |朝西南 |1995年建,sh4260192
"保利林语溪（公寓）,4室2厅,64.43平  ",720,111749,,浦东 三林 |低层/18层 |朝北 |2011年建,sh4221926
"凤城二村,4室2厅,67.41平  ",680,100875,距离8号线江浦路站428米,杨浦 控江路 |高层/5层 |朝南,sh4309964
"文化馨苑,4室2厅,52.47平  ",560,106727,距离7号线锦绣路站592米,浦东 北蔡 |高层/6层 |朝南北 |2004年建,sh4343883
"兴国路63弄,4室2厅,60.6平  ",1000,165016,距离10号线上海图书馆站859米,徐汇 衡山路 |高层/3层 |朝南 |1952年建,sh1108088
"世界路117弄,4室2厅,54.55平  ",420,76993,距离8号线市光路站613米,杨浦 中原 |高层/7层 |朝南 |1998年建,sh4240478
"愚园村,4室0厅,56.5平  ",750,132743,距离2号线江苏路站701米,长宁 中山公园 |高层/3层 |朝南,sh4357609
"文化新村（惠南）,4室4厅,65.44平  ",1000,152811,距离16号线惠南站968米,浦东 惠南 |低层/5层 |朝南北,sh4236634
"祥腾生活广场,4室1厅,61.74平  ",328,53126,,宝山 淞南 |低层/30层 |朝南北 |2009年建,sh4255973
"馨康苑,5室3厅,198.34平  ",800,40334,距离1号线共康路站634米,宝山 共康 |高层/6层 |朝南北 |2004年建,sh4342101
"万科琥珀郡园,5室2厅,231.91平  ",1380,59505,距离7号线罗南新村站770米,宝山 罗店 |低层/6层 |朝南北 |2012年建,sh2159703
"民悦苑,5室2厅,178.01平  ",790,44379,距离1号线通河新村站368米,宝山 张庙 |中层/6层 |朝南北 |1998年建,sh4209851
"保利叶上海（公寓）,5室2厅,148.43平  ",980,66024,,宝山 顾村 |高层/30层 |朝南北 |2012年建,sh3151793
"康泰东苑,5室3厅,222.95平  ",1050,47095,,宝山 大华 |高层/11层 |朝南北 |2002年建,sh4278945
"上大阳光乾静园,5室2厅,148.81平  ",680,45695,距离7号线上大路站323米,宝山 上大 |高层/6层 |朝南北 |2005年建,sh4191729
"华能城市花园,5室2厅,149.17平  ",980,65696,距离3号线宝杨路站524米,宝山 淞宝 |高层/12层 |朝南 |2001年建,sh1822760
"昌鑫家园,5室2厅,176.72平  ",700,39610,距离1号线通河新村站861米,宝山 通河 |高层/6层 |朝南北 |2000年建,sh1103043
"新月明月园,5室2厅,127.18平  ",398,31294,,宝山 月浦 |高层/6层 |朝南 |2007年建,sh4253999
"瑞丰园,5室2厅,157.27平  ",750,47688,距离7号线祁华路站627米,宝山 上大 |高层/6层 |朝南北 |2005年建,sh4340587
"南华苑,5室3厅,167.59平  ",806,48093,距离7号线大华三路站417米,宝山 大华 |高层/6层 |朝南北 |1998年建,sh1164915
"美岸栖庭（公寓）,5室2厅,160.58平  ",1000,62274,距离3号线长江南路站729米,宝山 高境 |高层/14层 |朝南北 |2007年建,sh4313904
"铂金华府,5室3厅,171.0平  ",830,48538,距离7号线大华三路站965米,宝山 大华 |低层/13层 |朝南北 |2008年建,sh2633139
"宝宸花园,5室2厅,212.64平  ",1800,84650,,宝山 淞宝 |地上2层 |朝南,sh4219634
"香逸湾,5室3厅,273.02平  ",1200,43952,,宝山 杨行 |高层/1层 |朝南北,sh4295133
"嘉骏香山苑,5室3厅,106.44平  ",780,73280,,宝山 淞南 |高层/6层 |朝南北 |2006年建,sh4305701
"鑫鑫花园,5室2厅,163.74平  ",570,34811,,宝山 共富 |高层/6层 |朝南北 |2005年建,sh4184216
"枫庭丽苑,5室3厅,170.56平  ",950,55698,,宝山 大华 |高层/6层 |朝南 |2003年建,sh1071820
"恒盛豪庭,5室3厅,185.1平  ",800,43219,,宝山 高境 |低层/29层 |朝南北,sh4305972
"行知家园,5室3厅,170.26平  ",850,49923,距离7号线行知路站895米,宝山 大华 |高层/5层 |朝南北 |1997年建,sh4351963
"高桥二村,3室0厅,51.98平  ",205,39438,距离6号线港城路站928米,浦东 外高桥 |中层/6层 |朝南北,sh4214652
"水霞小区,3室1厅,66.46平  ",480,72223,距离2号线威宁路站688米,长宁 仙霞 |高层/6层 |朝南北 |1989年建,sh4358921
"康强坊,3室1厅,61.1平  ",480,78559,距离1号线上海南站站579米,徐汇 康健 |中层/4层 |朝南北 |1993年建,sh4279846
"鞍山八村,3室0厅,62.41平  ",420,67296,距离10号线同济大学站423米,杨浦 鞍山 |低层/6层 |朝南北 |1981年建,sh4292075
"延长中路451弄,3室0厅,53.49平  ",375,70106,距离1号线延长路站367米,闸北 大宁 |低层/6层 |朝南北 |1987年建,sh4189803
"云舫小区,3室1厅,57.38平  ",420,73196,距离12号线大连路站338米,虹口 北外滩 |低层/18层 |朝南 |1988年建,sh4240601
"法华镇路720弄,3室0厅,65.37平  ",450,68838,距离4号线延安西路站666米,长宁 新华路 |高层/6层 |朝南北 |1984年建,sh4227495
"曹杨三村(杏杨园),3室1厅,66.45平  ",375,56433,距离13号线大渡河路站882米,普陀 曹杨 |高层/6层 |朝南 |1982年建,sh4235690
"潍坊七村,3室0厅,68.93平  ",560,81241,距离4号线世纪大道站712米,浦东 潍坊 |中层/6层 |1983年建,sh4216985
"丰庄十四街坊,3室1厅,68.47平  ",320,46735,距离13号线丰庄站510米,嘉定 丰庄 |低层/6层 |朝南 |1998年建,sh4285400
"零陵路190弄,3室0厅,62.05平  ",480,77356,距离4号线大木桥路站133米,徐汇 斜土路 |中层/5层 |朝南 |1981年建,sh1850194
"友联大楼,3室2厅,69.13平  ",504,72906,距离4号线延安西路站413米,长宁 中山公园 |低层/18层 |朝东南 |1990年建,sh4270337
"德州六村,3室1厅,54.69平  ",330,60340,距离8号线成山路站536米,浦东 世博 |高层/6层 |1988年建,sh4230432
"泉东小区,3室0厅,55.63平  ",600,107855,距离2号线世纪大道站540米,浦东 潍坊 |中层/6层 |朝,sh4197706
"长兴坊,3室1厅,69.04平  ",470,68076,,徐汇 康健 |中层/6层 |朝南 |1992年建,sh4270713
"绿地东海岸时尚广场,3室1厅,58.22平  ",186,31947,距离16号线周浦东站850米,浦东 周浦 |高层/13层 |朝南 |2014年建,sh4243098
"柳一小区,3室1厅,64.91平  ",368,56693,距离6号线博兴路站445米,浦东 金桥 |高层/6层 |朝南 |1995年建,sh4272079
"泰东新村（徐汇）,3室1厅,65.07平  ",520,79913,距离4号线上海体育场站313米,徐汇 徐家汇 |高层/6层 |朝南 |1993年建,sh4206917
"长白三村,3室0厅,64.6平  ",375,58049,距离8号线延吉中路站468米,杨浦 黄兴公园 |高层/6层 |朝南北 |1979年建,sh4273749
"东安二村,3室1厅,66.94平  ",530,79175,距离4号线东安路站230米,徐汇 徐家汇 |高层/4层 |朝南,sh4356746
"永昌大厦,1室2厅,78.05平  ",530,67905,距离7号线昌平路站227米,静安 江宁路 |低层/25层 |朝南 |1998年建,sh4218185
"金昌大厦,2室1厅,78.35平  ",220,28079,距离7号线昌平路站204米,静安 江宁路 |低层/28层 |朝东南 |1998年建,sh4162153
"枕流公寓,3室1厅,85.86平  ",720,83857,距离2号线江苏路站832米,静安 静安寺 |低层/64层 |朝南 |1930年建,sh1104258
"四方新城,1室1厅,74.96平  ",820,109391,距离12号线陕西南路站670米,静安 静安寺 |低层/21层 |朝西南 |1998年建,sh2082004
"海防路192号,2室1厅,70.14平  ",530,75563,距离13号线江宁路站658米,静安 江宁路 |高层/6层 |朝南北 |1998年建,sh4257985
"高荣小区,2室1厅,77.34平  ",570,73700,距离13号线武宁路站740米,静安 曹家渡 |低层/24层 |朝东南 |1991年建,sh3722887
"嘉园,2室2厅,87.51平  ",818,93475,距离2号线江苏路站612米,静安 曹家渡 |中层/31层 |朝东南 |2000年建,sh4324814
"胶州教师公寓,2室2厅,87.86平  ",590,67152,距离7号线昌平路站272米,静安 江宁路 |高层/28层 |朝南 |1997年建,sh4175372
"沧州大楼,2室1厅,80.41平  ",900,111926,距离13号线南京西路站394米,静安 南京西路 |低层/7层 |朝南,sh3763333
"中凯城市之光（静安）,2室2厅,80.34平  ",820,102066,距离13号线南京西路站626米,静安 南京西路 |中层/34层 |朝南 |2003年建,sh4281827
"向新新村,3室1厅,71.21平  ",520,73023,距离7号线昌平路站563米,静安 江宁路 |高层/6层 |朝南 |1989年建,sh4282117
"嘉园,2室2厅,86.51平  ",810,93630,距离2号线江苏路站612米,静安 曹家渡 |低层/29层 |朝西南 |2000年建,sh4259414
"欣宏嘉园,2室0厅,70.2平  ",670,95441,距离13号线武宁路站668米,静安 曹家渡 |中层/18层 |朝南 |2001年建,sh4228366
"幸福老公寓,2室2厅,70.16平  ",550,78392,距离7号线静安寺站636米,静安 静安寺 |高层/6层 |朝南北 |2000年建,sh3311128
"四和花园,2室1厅,70.06平  ",660,94204,距离7号线静安寺站642米,静安 曹家渡 |低层/24层 |朝南 |1994年建,sh1067812
"天鼎花园,1室2厅,76.09平  ",650,85425,距离12号线汉中路站515米,静安 江宁路 |低层/24层 |朝西南 |2007年建,sh3764217
"培兴小区,2室1厅,73.51平  ",475,64617,距离7号线昌平路站507米,静安 江宁路 |高层/7层 |朝南北 |1997年建,sh4217891
